id,weather_state_name,weather_state_abbr,wind_direction_compass,created,applicable_date,min_temp,max_temp,the_temp,wind_speed,wind_direction,air_pressure,humidity,visibility,predictability
5721720955600896,Heavy Cloud,hc,WSW,2021-03-08T12:20:02.509505Z,2021-03-08,1.86,9.379999999999999,7.775,3.4805547914976533,247.76120963533998,1024.5,65,7.1317878589040005,71
5407717842747392,Light Cloud,lc,WSW,2021-03-08T12:20:02.590687Z,2021-03-09,2.8550000000000004,11.625,10.225,5.418653310567618,254.8001358414764,1020.5,60,11.02902797661656,70
6342866709250048,Heavy Rain,hr,SSW,2021-03-08T12:20:02.525354Z,2021-03-10,6.38,12.219999999999999,8.32,13.1189737561017,206.4995424380018,1009.5,82,6.413482760677643,77
4842491288223744,Light Rain,lr,WSW,2021-03-08T12:20:02.668827Z,2021-03-11,7.115,12.655,10.670000000000002,17.33702783949734,247.83306270093436,997.5,54,12.754575777459635,75
4552572674244608,Light Rain,lr,WSW,2021-03-08T12:20:02.781875Z,2021-03-12,6.25,10.684999999999999,8.93,12.991590269810972,249.16596329054653,1003.5,62,11.90267587290225,75
4946555795668992,Heavy Rain,hr,WSW,2021-03-08T12:20:05.579444Z,2021-03-13,5.65,11.415,8.27,8.893968424401494,246.5,1007.0,68,9.999726596675416,77
