id,weather_state_name,weather_state_abbr,wind_direction_compass,created,applicable_date,min_temp,max_temp,the_temp,wind_speed,wind_direction,air_pressure,humidity,visibility,predictability
6688521986244608,Light Cloud,lc,NW,2021-03-08T12:46:50.487465Z,2021-03-08,-4.695,2.6550000000000002,1.595,3.7088404336726852,318.0,1028.5,54,17.20017597232164,70
6008615174406144,Light Rain,lr,WNW,2021-03-08T12:46:53.009271Z,2021-03-09,1.25,10.3,10.23,7.57543829655081,284.90521612872686,1023.0,52,16.313789966595085,75
6346848815022080,Clear,c,S,2021-03-08T12:46:56.399078Z,2021-03-10,0.6799999999999999,10.92,8.01,4.027283755083645,182.64169788762368,1033.5,58,16.098795534080967,68
4623608681857024,Heavy Cloud,hc,SSW,2021-03-08T12:46:59.971709Z,2021-03-11,5.47,16.99,14.525,8.940547423075904,210.50560610038465,1024.5,59,15.76449783265728,71
5438944536690688,Showers,s,WSW,2021-03-08T12:47:02.215570Z,2021-03-12,9.705,16.07,16.57,9.16530936103025,242.85359019149803,1014.5,64,14.855431778414061,73
5712743668645888,Clear,c,WNW,2021-03-08T12:47:05.586641Z,2021-03-13,2.1350000000000002,9.125,7.2,7.439851666268988,295.5,1015.0,42,9.999726596675416,68
